Id,Plant,Rework Station,Rework Activity,Defect Location,Defect Type,Pseudo Defect,Week,Rework Duration
81622,Ingolstadt,A0087,Polished,Seat back left,Part missing,0,13,5.0
81623,Sindelfingen,SP8471,Part replaced,Front door right,Clip loose,0,8,10.0
81624,Sindelfingen,A0100,Checked OK,Seat back left,Dirt,0,10,5.0
81625,Munich,A0021,Part replaced,Drivers seat,Screw loose,0,2,105.0
81626,Ingolstadt,A0008,Part replaced,Digital dashboard left,Cable missing,1,3,90.0
81627,Munich,S3513,Grinded,Nothing specified,Part missing,0,9,1.0
81628,Ingolstadt,A0003,Checked OK,Windscreen,Label missing,1,6,1.0
81629,Munich,SP8471,Dent repaired,Nothing specified,Scratch,1,1,1.0
81630,Ingolstadt,A0087,Part replaced,Digital dashboard middle,Elektriks defect,1,9,1.0
81631,Ingolstadt,A0008,Polished,Digital dashboard middle,Part sticks out,1,14,1.0
81632,Sindelfingen,A0087,Part replaced,Glove compartment inner,Clip loose,1,6,5.0
81633,Munich,S5123,Part replaced,Glove compartment inner,Part missing,1,11,1.0
81634,Ingolstadt,A0100,Polished,Windscreen,Paint drops,0,6,90.0
81635,Munich,M9348,Polished,Digital dashboard middle,Part missing,0,12,40.0
81636,Sindelfingen,A0008,Polished,Nothing specified,Scratch,0,10,1.0
81637,Sindelfingen,A0087,Cleaned,Seat back left,Cable missing,1,13,1.0
81638,Ingolstadt,S9845,Part replaced,Seat back left,Clip loose,0,7,1.0
81639,Sindelfingen,A0003,Cleaned,Nothing specified,Scratch,0,4,15.0
81640,Sindelfingen,A0021,Polished,Drivers seat,Scratch,0,7,30.0
81641,Sindelfingen,S3513,Polished,Digital dashboard middle,Scratch,1,13,15.0
81642,Ingolstadt,A0021,Checked OK,Roof liner right,Part sticks out,0,5,5.0
81643,Sindelfingen,A0003,Grinded,Drivers seat,Screw loose,1,14,1.0
81644,Sindelfingen,A0021,Part replaced,Drivers seat,Part missing,0,11,20.0
81645,Munich,S5123,Part replaced,Glove compartment inner,Label missing,0,7,1.0
81646,Munich,S9842,Polished,Trunk inner left,Scratch,1,9,90.0
81647,Munich,S9842,Polished,Nothing specified,Cable missing,1,3,1.0
81648,Munich,A0008,Polished,Glove compartment inner,Paint drops,0,6,1.0
81649,Ingolstadt,A0089,Polished,Digital dashboard left,Part missing,1,9,90.0
81650,Sindelfingen,S9845,Part replaced,Nothing specified,Part sticks out,1,6,120.0
81651,Sindelfingen,S9845,Part replaced,Trunk inner upper,Part missing,1,2,90.0
81652,Ingolstadt,A0089,Cleaned,Windscreen,Scratch,0,10,10.0
81653,Sindelfingen,S5123,Checked OK,Digital dashboard left,Cable missing,1,6,2.0
81654,Ingolstadt,A0100,Polished,Trunk inner left,Clip loose,1,1,30.0
81655,Munich,A0008,Polished,Nothing specified,Paint drops,1,6,90.0
81656,Sindelfingen,S9842,Part replaced,Digital dashboard left,Scratch,0,5,1.0
81657,Ingolstadt,M8439,Grinded,Glove compartment inner,Polishing error,0,2,45.0
81658,Munich,S9845,Cleaned,Drivers seat,Label missing,0,5,90.0
81659,Munich,M7120,Part replaced,Digital dashboard middle,Scratch,0,4,1.0
81660,Ingolstadt,A0003,Checked OK,Roof liner right,Paint drops,0,13,30.0
81661,Ingolstadt,A0100,Polished,Tailgate front,Scratch,1,13,30.0
81662,Sindelfingen,S9845,Grinded,Nothing specified,Scratch,1,11,30.0
81663,Ingolstadt,S5123,Checked OK,Windscreen,Scratch,1,2,1.0
81664,Ingolstadt,S4213,Part replaced,Digital dashboard middle,Polishing error,0,5,10.0
81665,Ingolstadt,A0087,Part replaced,Trunk inner upper,Paint drops,1,14,90.0
81666,Munich,S9845,Polished,Drivers seat,Part sticks out,0,1,3.0
81667,Sindelfingen,S5123,Polished,Digital dashboard middle,Scratch,0,3,1.0
81668,Ingolstadt,SP8471,Part replaced,Tailgate front,Paint drops,0,5,1.0
81669,Munich,SP8471,Dent repaired,Windscreen,Elektriks defect,0,6,110.0
81670,Sindelfingen,SP8471,Cleaned,Nothing specified,Paint drops,1,12,150.0
81671,Ingolstadt,S5123,Part replaced,Glove compartment inner,Part missing,0,8,10.0
81672,Munich,A0003,Grinded,Digital dashboard middle,Clip loose,1,1,5.0
81673,Sindelfingen,S4213,Polished,Trunk inner left,Scratch,0,1,110.0
81674,Sindelfingen,A0003,Checked OK,Digital dashboard left,Cable missing,1,12,300.0
81675,Sindelfingen,SP8471,Polished,Front door right,Scratch,1,3,10.0
81676,Munich,A0003,Dent repaired,Glove compartment inner,Elektriks defect,0,2,1.0
81677,Ingolstadt,S5123,Polished,Windscreen,Dent,1,13,1.0
81678,Munich,A0089,Part replaced,Tailgate front,Elektriks defect,0,3,1.0
81679,Ingolstadt,A0089,Polished,Trunk inner upper,Cable missing,0,1,1.0
81680,Munich,S5123,Polished,Drivers seat,Paint drops,1,6,10.0
81681,Ingolstadt,S3513,Polished,Digital dashboard middle,Scratch,0,7,1.0
81682,Munich,A0021,Checked OK,Roof liner right,Part sticks out,0,11,30.0
81683,Ingolstadt,A0089,Grinded,Nothing specified,Polishing error,1,14,1.0
81684,Ingolstadt,S9845,Part replaced,Front door right,Label missing,1,3,5.0
81685,Ingolstadt,S9845,Dent repaired,Trunk inner upper,Cable missing,1,13,1.0
81686,Sindelfingen,S5123,Polished,Front door right,Cable missing,0,12,120.0
81687,Ingolstadt,S3513,Part replaced,Seat back left,Clip loose,0,3,2.0
81688,Ingolstadt,M8439,Polished,Tailgate front,Dirt,0,8,1.0
81689,Ingolstadt,A0087,Polished,Roof liner right,Part sticks out,1,3,10.0
81690,Ingolstadt,S5123,Polished,Digital dashboard middle,Clip loose,0,2,90.0
81691,Ingolstadt,S5123,Grinded,Digital dashboard left,Clip loose,0,12,10.0
81692,Sindelfingen,S4213,Dent repaired,Digital dashboard left,Part missing,0,13,1.0
81693,Sindelfingen,S3513,Polished,Seat back left,Label missing,1,9,1.0
81694,Munich,S4213,Polished,Digital dashboard left,Dent,1,12,5.0
81695,Ingolstadt,S4213,Dent repaired,Trunk inner left,Clip loose,0,3,5.0
81696,Sindelfingen,SP8471,Grinded,Drivers seat,Dent,0,13,1.0
81697,Munich,A0087,Polished,Trunk inner upper,Polishing error,0,6,90.0
81698,Sindelfingen,S9845,Polished,Tailgate front,Paint drops,0,2,90.0
81699,Sindelfingen,A0087,Polished,Front door right,Clip loose,0,13,1.0
81700,Sindelfingen,A0089,Polished,Drivers seat,Part missing,1,11,90.0
81701,Sindelfingen,A0089,Polished,Glove compartment inner,Dirt,0,8,1.0
81702,Sindelfingen,A0021,Polished,Glove compartment inner,Scratch,0,1,1.0
81703,Ingolstadt,S9845,Polished,Nothing specified,Dent,0,14,5.0
81704,Ingolstadt,A0003,Grinded,Digital dashboard left,Scratch,1,1,10.0
81705,Munich,S5123,Checked OK,Seat back left,Polishing error,0,4,1.0
81706,Sindelfingen,M8439,Part replaced,Digital dashboard middle,Scratch,0,13,80.0
81707,Ingolstadt,S3513,Polished,Nothing specified,Scratch,1,8,1.0
81708,Munich,S5123,Polished,Seat back left,Elektriks defect,0,6,20.0
81709,Sindelfingen,M7519,Part replaced,Front door right,Paint drops,1,6,5.0
81710,Munich,S3513,Polished,Front door right,Label missing,1,3,110.0
81711,Sindelfingen,S9845,Checked OK,Trunk inner upper,Label missing,0,9,40.0
81712,Munich,SP8471,Polished,Drivers seat,Dirt,1,8,1.0
81713,Munich,S3513,Part replaced,Tailgate front,Clip loose,0,9,45.0
81714,Munich,A0089,Part replaced,Drivers seat,Scratch,1,13,10.0
81715,Munich,M4719,Polished,Nothing specified,Scratch,1,1,1.0
81716,Ingolstadt,A0003,Part replaced,Tailgate front,Dirt,0,7,1.0
81717,Ingolstadt,S9845,Checked OK,Glove compartment inner,Paint drops,1,10,1.0
81718,Sindelfingen,S3513,Grinded,Trunk inner upper,Part missing,0,13,1.0
81719,Sindelfingen,S4213,Polished,Seat back left,Scratch,1,14,10.0
81720,Munich,A0021,Checked OK,Drivers seat,Polishing error,1,2,10.0
81721,Ingolstadt,A0089,Grinded,Digital dashboard middle,Paint drops,0,9,10.0
81722,Sindelfingen,A0008,Grinded,Glove compartment inner,Polishing error,1,9,30.0
81723,Sindelfingen,A0089,Polished,Nothing specified,Screw loose,0,11,1.0
81724,Munich,S3513,Part replaced,Digital dashboard middle,Scratch,1,10,15.0
81725,Munich,S9845,Part replaced,Windscreen,Part missing,0,8,120.0
81726,Sindelfingen,A0100,Checked OK,Seat back left,Elektriks defect,0,8,5.0
81727,Munich,A0021,Polished,Glove compartment inner,Cable missing,0,10,40.0
81728,Munich,M9348,Checked OK,Digital dashboard left,Polishing error,0,4,1.0
81729,Munich,S3513,Checked OK,Tailgate front,Scratch,0,11,10.0
81730,Munich,S4213,Polished,Nothing specified,Polishing error,0,6,1.0
81731,Ingolstadt,S3513,Grinded,Glove compartment inner,Paint drops,0,6,1.0
81732,Sindelfingen,A0089,Grinded,Trunk inner upper,Part missing,0,11,1.0
81733,Sindelfingen,S9845,Polished,Nothing specified,Polishing error,0,13,30.0
81734,Sindelfingen,S3513,Checked OK,Drivers seat,Elektriks defect,0,12,20.0
81735,Sindelfingen,SP8471,Polished,Front door right,Part missing,0,11,1.0
81736,Ingolstadt,S9842,Polished,Glove compartment inner,Clip loose,0,13,120.0
81737,Ingolstadt,A0021,Checked OK,Tailgate front,Polishing error,0,3,90.0
81738,Munich,S9842,Grinded,Windscreen,Scratch,0,5,75.0
81739,Sindelfingen,M3417,Checked OK,Trunk inner upper,Paint drops,1,4,30.0
81740,Sindelfingen,S5123,Grinded,Digital dashboard middle,Scratch,1,1,10.0
81741,Sindelfingen,S3513,Polished,Windscreen,Cable missing,0,5,5.0
81742,Ingolstadt,SP8471,Polished,Roof liner right,Clip loose,1,1,255.0
81743,Munich,A0089,Polished,Glove compartment inner,Polishing error,1,9,1.0
81744,Sindelfingen,A0003,Part replaced,Glove compartment inner,Paint drops,1,8,1.0
81745,Ingolstadt,SP8471,Part replaced,Digital dashboard left,Dent,0,13,1.0
81746,Munich,A0089,Cleaned,Digital dashboard left,Label missing,1,8,90.0
81747,Ingolstadt,A0100,Dent repaired,Trunk inner upper,Part missing,0,8,1.0
81748,Munich,A0100,Dent repaired,Front door right,Polishing error,0,4,1.0
81749,Sindelfingen,S9845,Checked OK,Glove compartment inner,Dirt,0,13,1.0
81750,Munich,M8439,Checked OK,Trunk inner upper,Scratch,0,6,15.0
81751,Munich,S5123,Grinded,Seat back left,Paint drops,0,7,1.0
81752,Ingolstadt,A0100,Polished,Trunk inner upper,Dirt,0,8,1.0
81753,Ingolstadt,A0100,Polished,Nothing specified,Clip loose,0,6,30.0
81754,Munich,SP8471,Checked OK,Nothing specified,Paint drops,0,6,1.0
81755,Ingolstadt,A0003,Polished,Trunk inner upper,Part missing,0,7,1.0
81756,Ingolstadt,S5123,Polished,Trunk inner left,Cable missing,0,1,300.0
81757,Sindelfingen,S5123,Part replaced,Digital dashboard middle,Cable missing,1,7,1.0
81758,Munich,SP8471,Checked OK,Drivers seat,Polishing error,0,9,30.0
81759,Ingolstadt,A0100,Dent repaired,Glove compartment inner,Scratch,1,7,1.0
81760,Sindelfingen,S9845,Dent repaired,Nothing specified,Scratch,0,9,1.0
81761,Ingolstadt,A0003,Checked OK,Tailgate front,Clip loose,0,8,5.0
81762,Sindelfingen,A0087,Polished,Windscreen,Paint drops,1,9,1.0
81763,Ingolstadt,SP8471,Polished,Seat back left,Part missing,0,11,40.0
81764,Ingolstadt,M3417,Polished,Windscreen,Scratch,0,5,1.0
81765,Sindelfingen,SP8471,Polished,Seat back left,Part sticks out,1,13,5.0
81766,Munich,S5123,Checked OK,Front door right,Polishing error,0,8,3.0
81767,Sindelfingen,M3417,Grinded,Digital dashboard middle,Cable missing,0,11,1.0
81768,Ingolstadt,S3513,Cleaned,Front door right,Polishing error,0,4,30.0
81769,Sindelfingen,M3471,Cleaned,Nothing specified,Polishing error,0,11,1.0
81770,Munich,S3513,Part replaced,Nothing specified,Clip loose,0,11,1.0
81771,Ingolstadt,S4213,Polished,Windscreen,Paint drops,0,9,255.0
81772,Munich,S4213,Part replaced,Digital dashboard middle,Paint drops,0,10,30.0
81773,Ingolstadt,M4719,Part replaced,Drivers seat,Label missing,0,2,1.0
81774,Ingolstadt,SP8471,Dent repaired,Seat back left,Dent,1,10,120.0
81775,Sindelfingen,A0087,Polished,Digital dashboard middle,Clip loose,0,8,2.0
81776,Ingolstadt,S5123,Part replaced,Front door right,Scratch,0,8,5.0
81777,Sindelfingen,S5123,Polished,Front door right,Polishing error,0,10,20.0
81778,Sindelfingen,S9842,Polished,Digital dashboard left,Elektriks defect,0,3,1.0
81779,Munich,SP8471,Part replaced,Digital dashboard left,Clip loose,0,14,1.0
81780,Munich,A0089,Part replaced,Digital dashboard left,Clip loose,0,10,1.0
81781,Munich,S5123,Polished,Nothing specified,Polishing error,0,6,1.0
81782,Sindelfingen,A0021,Polished,Glove compartment inner,Paint drops,1,13,1.0
81783,Munich,A0087,Checked OK,Nothing specified,Polishing error,1,10,45.0
81784,Ingolstadt,S3513,Grinded,Trunk inner upper,Scratch,0,1,5.0
81785,Sindelfingen,A0087,Part replaced,Digital dashboard left,Polishing error,0,2,300.0
81786,Ingolstadt,S4213,Dent repaired,Drivers seat,Scratch,0,8,20.0
81787,Sindelfingen,A0003,Part replaced,Windscreen,Clip loose,0,5,30.0
81788,Ingolstadt,A0003,Part replaced,Digital dashboard middle,Part missing,1,6,1.0
81789,Sindelfingen,S5123,Polished,Front door right,Cable missing,0,3,90.0
81790,Ingolstadt,A0087,Part replaced,Front door right,Dirt,0,12,40.0
81791,Munich,A0003,Part replaced,Seat back left,Scratch,1,7,1.0
81792,Sindelfingen,A0021,Polished,Drivers seat,Part missing,0,3,15.0
81793,Ingolstadt,S9842,Polished,Digital dashboard left,Label missing,1,1,20.0
81794,Sindelfingen,S5123,Cleaned,Nothing specified,Clip loose,0,12,1.0
81795,Sindelfingen,A0008,Dent repaired,Drivers seat,Clip loose,1,2,90.0
81796,Ingolstadt,A0003,Polished,Digital dashboard left,Screw loose,0,2,5.0
81797,Sindelfingen,A0089,Polished,Nothing specified,Part missing,0,8,40.0
81798,Munich,A0087,Part replaced,Trunk inner left,Cable missing,0,10,1.0
81799,Munich,M7519,Grinded,Front door right,Dent,0,11,30.0
81800,Sindelfingen,A0021,Cleaned,Trunk inner upper,Part missing,1,10,1.0
81801,Munich,M7120,Checked OK,Nothing specified,Scratch,0,3,30.0
81802,Sindelfingen,S4213,Polished,Digital dashboard left,Elektriks defect,0,6,1.0
81803,Sindelfingen,A0003,Polished,Glove compartment inner,Part missing,0,4,1.0
81804,Ingolstadt,A0021,Dent repaired,Front door right,Scratch,0,14,5.0
81805,Munich,A0021,Checked OK,Digital dashboard middle,Scratch,1,10,30.0
81806,Munich,A0089,Polished,Digital dashboard middle,Dirt,0,11,20.0
81807,Sindelfingen,A0089,Grinded,Trunk inner upper,Scratch,0,12,30.0
81808,Munich,M3417,Part replaced,Drivers seat,Paint drops,0,8,1.0
81809,Munich,S9845,Checked OK,Trunk inner upper,Elektriks defect,0,7,5.0
81810,Ingolstadt,M3417,Polished,Windscreen,Polishing error,1,6,1.0
81811,Munich,S5123,Polished,Digital dashboard left,Screw loose,1,6,1.0
81812,Sindelfingen,A0021,Polished,Roof liner right,Scratch,1,4,45.0
81813,Ingolstadt,S5123,Polished,Windscreen,Part sticks out,0,6,1.0
81814,Sindelfingen,SP8471,Polished,Roof liner right,Clip loose,0,2,30.0
81815,Munich,A0100,Grinded,Front door right,Clip loose,1,12,3.0
81816,Ingolstadt,S4213,Polished,Digital dashboard left,Scratch,0,9,45.0
81817,Sindelfingen,SP8471,Part replaced,Front door right,Scratch,1,3,15.0
81818,Munich,S3513,Part replaced,Trunk inner upper,Cable missing,0,13,1.0
81819,Sindelfingen,SP8471,Dent repaired,Windscreen,Cable missing,0,4,40.0
81820,Munich,A0021,Part replaced,Digital dashboard left,Clip loose,0,2,1.0
81821,Ingolstadt,S9845,Cleaned,Glove compartment inner,Screw loose,0,2,1.0
81822,Sindelfingen,A0003,Polished,Digital dashboard left,Cable missing,1,7,90.0
81823,Ingolstadt,S4213,Grinded,Drivers seat,Clip loose,1,14,40.0
81824,Sindelfingen,A0008,Part replaced,Digital dashboard left,Label missing,0,12,30.0
81825,Munich,S3513,Part replaced,Digital dashboard middle,Dirt,0,12,1.0
81826,Munich,S9842,Polished,Nothing specified,Cable missing,0,1,1.0
81827,Munich,M3471,Dent repaired,Drivers seat,Part missing,1,4,45.0
81828,Munich,SP8471,Polished,Seat back left,Dent,1,5,1.0
81829,Ingolstadt,A0089,Cleaned,Digital dashboard middle,Clip loose,0,9,300.0
81830,Sindelfingen,S4213,Polished,Tailgate front,Label missing,0,13,120.0
81831,Munich,A0089,Grinded,Front door right,Clip loose,0,14,15.0
81832,Ingolstadt,SP8471,Part replaced,Drivers seat,Paint drops,0,3,90.0
81833,Munich,S9842,Polished,Trunk inner upper,Label missing,0,5,5.0
81834,Ingolstadt,A0021,Polished,Roof liner right,Scratch,1,1,1.0
81835,Sindelfingen,A0087,Polished,Trunk inner upper,Paint drops,0,13,90.0
81836,Sindelfingen,SP8471,Polished,Windscreen,Polishing error,0,6,120.0
81837,Sindelfingen,A0087,Part replaced,Roof liner right,Screw loose,0,2,1.0
81838,Sindelfingen,M8439,Part replaced,Roof liner right,Polishing error,0,13,1.0
81839,Sindelfingen,S3513,Part replaced,Front door right,Clip loose,1,1,60.0
81840,Munich,S9845,Dent repaired,Trunk inner upper,Dirt,0,4,1.0
81841,Sindelfingen,S3513,Grinded,Trunk inner upper,Dirt,0,12,30.0
81842,Munich,S5123,Part replaced,Glove compartment inner,Elektriks defect,1,3,30.0
81843,Ingolstadt,A0089,Dent repaired,Glove compartment inner,Clip loose,0,1,1.0
81844,Sindelfingen,A0100,Polished,Digital dashboard left,Dirt,0,7,60.0
81845,Munich,A0087,Part replaced,Digital dashboard left,Paint drops,0,4,1.0
81846,Sindelfingen,M9348,Dent repaired,Roof liner right,Scratch,0,10,1.0
81847,Sindelfingen,S3513,Part replaced,Glove compartment inner,Part sticks out,0,9,50.0
81848,Ingolstadt,S9842,Polished,Tailgate front,Dirt,0,7,10.0
81849,Sindelfingen,A0089,Polished,Windscreen,Elektriks defect,0,10,1.0
81850,Sindelfingen,SP8471,Part replaced,Digital dashboard middle,Label missing,0,5,1.0
81851,Sindelfingen,A0087,Grinded,Tailgate front,Paint drops,0,3,1.0
81852,Ingolstadt,S9845,Checked OK,Digital dashboard middle,Clip loose,0,3,3.0
81853,Ingolstadt,A0089,Part replaced,Tailgate front,Elektriks defect,0,10,1.0
81854,Ingolstadt,SP8471,Grinded,Drivers seat,Part missing,0,14,5.0
81855,Sindelfingen,S9845,Checked OK,Tailgate front,Label missing,1,4,2.0
81856,Ingolstadt,S5123,Cleaned,Glove compartment inner,Polishing error,0,10,1.0
81857,Munich,A0021,Dent repaired,Drivers seat,Label missing,0,2,1.0
81858,Ingolstadt,S9845,Polished,Seat back left,Scratch,0,12,60.0
81859,Sindelfingen,A0021,Part replaced,Windscreen,Dent,1,14,1.0
81860,Ingolstadt,SP8471,Grinded,Front door right,Part missing,1,13,120.0
81861,Ingolstadt,A0089,Cleaned,Trunk inner left,Part sticks out,0,6,1.0
81862,Ingolstadt,S3513,Polished,Digital dashboard left,Screw loose,0,10,5.0
81863,Ingolstadt,A0087,Polished,Trunk inner left,Paint drops,0,10,10.0
81864,Munich,S9845,Checked OK,Windscreen,Part sticks out,0,3,5.0
81865,Ingolstadt,A0087,Part replaced,Drivers seat,Scratch,0,12,1.0
81866,Munich,S9842,Part replaced,Front door right,Scratch,1,13,60.0
81867,Munich,A0089,Polished,Digital dashboard left,Dirt,1,4,1.0
81868,Ingolstadt,A0087,Polished,Roof liner right,Label missing,0,2,90.0
81869,Munich,SP8471,Checked OK,Windscreen,Polishing error,1,2,1.0
81870,Munich,SP8471,Polished,Windscreen,Dirt,0,1,1.0
81871,Sindelfingen,A0087,Dent repaired,Glove compartment inner,Clip loose,0,7,10.0
81872,Sindelfingen,A0089,Checked OK,Drivers seat,Part missing,0,2,5.0
81873,Ingolstadt,S9845,Polished,Seat back left,Cable missing,0,3,10.0
81874,Munich,M7519,Polished,Trunk inner left,Label missing,0,10,110.0
81875,Sindelfingen,SP8471,Polished,Seat back left,Clip loose,0,4,5.0
81876,Sindelfingen,M7519,Polished,Seat back left,Scratch,0,3,40.0
81877,Munich,A0003,Polished,Windscreen,Scratch,1,5,1.0
81878,Sindelfingen,S9842,Checked OK,Digital dashboard left,Scratch,0,8,1.0
81879,Ingolstadt,S9842,Polished,Nothing specified,Scratch,0,14,1.0
81880,Ingolstadt,M8439,Part replaced,Digital dashboard middle,Clip loose,0,9,90.0
81881,Munich,A0087,Polished,Digital dashboard middle,Polishing error,0,13,1.0
81882,Munich,A0021,Polished,Drivers seat,Cable missing,0,10,1.0
81883,Ingolstadt,S5123,Cleaned,Nothing specified,Clip loose,1,14,30.0
81884,Munich,S9845,Polished,Digital dashboard left,Paint drops,0,7,1.0
81885,Munich,A0003,Checked OK,Digital dashboard left,Part missing,1,9,20.0
81886,Munich,S3513,Polished,Trunk inner upper,Scratch,0,6,300.0
81887,Sindelfingen,A0100,Cleaned,Trunk inner upper,Paint drops,0,2,10.0
81888,Sindelfingen,SP8471,Polished,Drivers seat,Paint drops,0,8,1.0
81889,Munich,S9845,Polished,Roof liner right,Paint drops,1,11,15.0
81890,Munich,S5123,Polished,Nothing specified,Part missing,0,14,30.0
81891,Sindelfingen,M8439,Polished,Front door right,Scratch,1,10,10.0
81892,Sindelfingen,S5123,Dent repaired,Seat back left,Elektriks defect,0,8,1.0
81893,Ingolstadt,A0087,Polished,Nothing specified,Dent,1,8,5.0
81894,Munich,S5123,Polished,Glove compartment inner,Scratch,0,3,90.0
81895,Sindelfingen,A0087,Part replaced,Front door right,Clip loose,0,3,1.0
81896,Munich,SP8471,Polished,Nothing specified,Polishing error,1,4,1.0
